username,text,likes,timestamp,tweet_hashtags/0,sentiment,polarity,subjectivity,neg,neu,pos,punct,tokenized,nonstop,stemmed
@AfricanaEconomy,ep2 seasons diverse economies youth podcast host serena talks dise member dr sara shroff africanaeconomicscomdefys2 economics socialeconomy queer queerness utsc uoft feministeconomics dise finance lgbtq lgbt,1,2023-08-31 19:48:00+00:00,#economics,neutral,0.0,0.0,0.0,1.0,0.0,ep2 seasons diverse economies youth podcast host serena talks dise member dr sara shroff africanaeconomicscomdefys2 economics socialeconomy queer queerness utsc uoft feministeconomics dise finance lgbtq lgbt,"['ep2', 'seasons', 'diverse', 'economies', 'youth', 'podcast', 'host', 'serena', 'talks', 'dise', 'member', 'dr', 'sara', 'shroff', 'africanaeconomicscomdefys2', 'economics', 'socialeconomy', 'queer', 'queerness', 'utsc', 'uoft', 'feministeconomics', 'dise', 'finance', 'lgbtq', 'lgbt']","['ep2', 'seasons', 'diverse', 'economies', 'youth', 'podcast', 'host', 'serena', 'talks', 'dise', 'member', 'dr', 'sara', 'shroff', 'africanaeconomicscomdefys2', 'economics', 'socialeconomy', 'queer', 'queerness', 'utsc', 'uoft', 'feministeconomics', 'dise', 'finance', 'lgbtq', 'lgbt']","['ep2', 'season', 'divers', 'economi', 'youth', 'podcast', 'host', 'serena', 'talk', 'dise', 'member', 'dr', 'sara', 'shroff', 'africanaeconomicscomdefys2', 'econom', 'socialeconomi', 'queer', 'queer', 'utsc', 'uoft', 'feministeconom', 'dise', 'financ', 'lgbtq', 'lgbt']"
@shaggyjebus,want know queer anime characters heres l g b q lgbtqia lgbt anime queer trans nonbinary vidpuffyanusrygx8jiekosils2q,0,2023-08-31 19:01:00+00:00,#LGBTQIA,positive,0.0,0.0,0.0,0.902,0.098,want know queer anime characters heres l g b q lgbtqia lgbt anime queer trans nonbinary vidpuffyanusrygx8jiekosils2q,"['want', 'know', 'queer', 'anime', 'characters', 'heres', 'l', 'g', 'b', 'q', 'lgbtqia', 'lgbt', 'anime', 'queer', 'trans', 'nonbinary', 'vidpuffyanusrygx8jiekosils2q']","['want', 'know', 'queer', 'anime', 'characters', 'heres', 'l', 'g', 'b', 'q', 'lgbtqia', 'lgbt', 'anime', 'queer', 'trans', 'nonbinary', 'vidpuffyanusrygx8jiekosils2q']","['want', 'know', 'queer', 'anim', 'charact', 'here', 'l', 'g', 'b', 'q', 'lgbtqia', 'lgbt', 'anim', 'queer', 'tran', 'nonbinari', 'vidpuffyanusrygx8jiekosils2q']"
@juno2go,18 years since first came trans 18 years masking beaten suicidal etc finally im start medical transition transition hrt queer transgirl,1,2023-08-31 18:56:00+00:00,#transition,negative,0.08333333333333333,0.4444444444444444,0.278,0.722,0.0,18 years since first came trans 18 years masking beaten suicidal etc finally im start medical transition transition hrt queer transgirl,"['18', 'years', 'since', 'first', 'came', 'trans', '18', 'years', 'masking', 'beaten', 'suicidal', 'etc', 'finally', 'im', 'start', 'medical', 'transition', 'transition', 'hrt', 'queer', 'transgirl']","['18', 'years', 'since', 'first', 'came', 'trans', '18', 'years', 'masking', 'beaten', 'suicidal', 'etc', 'finally', 'im', 'start', 'medical', 'transition', 'transition', 'hrt', 'queer', 'transgirl']","['18', 'year', 'sinc', 'first', 'came', 'tran', '18', 'year', 'mask', 'beaten', 'suicid', 'etc', 'final', 'im', 'start', 'medic', 'transit', 'transit', 'hrt', 'queer', 'transgirl']"
@MsRaYche_P,appreciate brandan thank support bigotry blood queer lgbtqia spotifyforartists,2,2023-08-31 18:53:00+00:00,#bigotry,positive,0.0,0.0,0.0,0.432,0.568,appreciate brandan thank support bigotry blood queer lgbtqia spotifyforartists,"['appreciate', 'brandan', 'thank', 'support', 'bigotry', 'blood', 'queer', 'lgbtqia', 'spotifyforartists']","['appreciate', 'brandan', 'thank', 'support', 'bigotry', 'blood', 'queer', 'lgbtqia', 'spotifyforartists']","['appreci', 'brandan', 'thank', 'support', 'bigotri', 'blood', 'queer', 'lgbtqia', 'spotifyforartist']"
@DCBanfieldOnAir,lots people toronto told wished queer spaces didnt revolved around alcohol went mission see could find boxing nights beach days city much offer read queer nowtorontocomfeaturedquee,3,2023-08-31 18:48:00+00:00,#Toronto,neutral,0.2,0.2,0.0,1.0,0.0,lots people toronto told wished queer spaces didnt revolved around alcohol went mission see could find boxing nights beach days city much offer read queer nowtorontocomfeaturedquee,"['lots', 'people', 'toronto', 'told', 'wished', 'queer', 'spaces', 'didnt', 'revolved', 'around', 'alcohol', 'went', 'mission', 'see', 'could', 'find', 'boxing', 'nights', 'beach', 'days', 'city', 'much', 'offer', 'read', 'queer', 'nowtorontocomfeaturedquee']","['lots', 'people', 'toronto', 'told', 'wished', 'queer', 'spaces', 'didnt', 'revolved', 'around', 'alcohol', 'went', 'mission', 'see', 'could', 'find', 'boxing', 'nights', 'beach', 'days', 'city', 'much', 'offer', 'read', 'queer', 'nowtorontocomfeaturedquee']","['lot', 'peopl', 'toronto', 'told', 'wish', 'queer', 'space', 'didnt', 'revolv', 'around', 'alcohol', 'went', 'mission', 'see', 'could', 'find', 'box', 'night', 'beach', 'day', 'citi', 'much', 'offer', 'read', 'queer', 'nowtorontocomfeaturedque']"
@micropolystream,going live twitch micropolyphony dead daylight survivor killer twitch deadbydaylight smallstreamer ps4 ps4live gaming dbd horror survivor stream twitchaffiliate twitchtv playstation queer lgbtq music piano sweden,7,2023-08-31 17:59:00+00:00,#Twitch,negative,-0.03181818181818183,0.45,0.321,0.548,0.131,going live twitch micropolyphony dead daylight survivor killer twitch deadbydaylight smallstreamer ps4 ps4live gaming dbd horror survivor stream twitchaffiliate twitchtv playstation queer lgbtq music piano sweden,"['going', 'live', 'twitch', 'micropolyphony', 'dead', 'daylight', 'survivor', 'killer', 'twitch', 'deadbydaylight', 'smallstreamer', 'ps4', 'ps4live', 'gaming', 'dbd', 'horror', 'survivor', 'stream', 'twitchaffiliate', 'twitchtv', 'playstation', 'queer', 'lgbtq', 'music', 'piano', 'sweden']","['going', 'live', 'twitch', 'micropolyphony', 'dead', 'daylight', 'survivor', 'killer', 'twitch', 'deadbydaylight', 'smallstreamer', 'ps4', 'ps4live', 'gaming', 'dbd', 'horror', 'survivor', 'stream', 'twitchaffiliate', 'twitchtv', 'playstation', 'queer', 'lgbtq', 'music', 'piano', 'sweden']","['go', 'live', 'twitch', 'micropolyphoni', 'dead', 'daylight', 'survivor', 'killer', 'twitch', 'deadbydaylight', 'smallstream', 'ps4', 'ps4live', 'game', 'dbd', 'horror', 'survivor', 'stream', 'twitchaffili', 'twitchtv', 'playstat', 'queer', 'lgbtq', 'music', 'piano', 'sweden']"
@amphibifrens,amphibifrens sticker packs badges available sticker packs 350 badges 150 3 shipping fee uk dm interested purchasing art artist artwork frog frogs frogart artforsale prints printartist lgbt lgbtq queer queerartist artoftheday,2,2023-08-31 17:50:00+00:00,#art,positive,0.325,0.45,0.0,0.915,0.085,amphibifrens sticker packs badges available sticker packs 35 badges 15 3 shipping fee uk dm interested purchasing art artist artwork frog frogs frogart artforsale prints printartist lgbt lgbtq queer queerartist artoftheday,"['amphibifrens', 'sticker', 'packs', 'badges', 'available', 'sticker', 'packs', '35', 'badges', '15', '3', 'shipping', 'fee', 'uk', 'dm', 'interested', 'purchasing', 'art', 'artist', 'artwork', 'frog', 'frogs', 'frogart', 'artforsale', 'prints', 'printartist', 'lgbt', 'lgbtq', 'queer', 'queerartist', 'artoftheday']","['amphibifrens', 'sticker', 'packs', 'badges', 'available', 'sticker', 'packs', '35', 'badges', '15', '3', 'shipping', 'fee', 'uk', 'dm', 'interested', 'purchasing', 'art', 'artist', 'artwork', 'frog', 'frogs', 'frogart', 'artforsale', 'prints', 'printartist', 'lgbt', 'lgbtq', 'queer', 'queerartist', 'artoftheday']","['amphibifren', 'sticker', 'pack', 'badg', 'avail', 'sticker', 'pack', '35', 'badg', '15', '3', 'ship', 'fee', 'uk', 'dm', 'interest', 'purchas', 'art', 'artist', 'artwork', 'frog', 'frog', 'frogart', 'artforsal', 'print', 'printartist', 'lgbt', 'lgbtq', 'queer', 'queerartist', 'artoftheday']"
@amphibifrens,pacalolo stickers available 250 3 7 3 shipping fee uk dm interested purchasing art artist artwork frog frogs frogart artforsale prints printartist lgbt lgbtq queer queerartist artoftheday like follow,2,2023-08-31 17:46:00+00:00,#art,positive,0.325,0.45,0.0,0.822,0.178,pacalolo stickers available 25 3 7 3 shipping fee uk dm interested purchasing art artist artwork frog frogs frogart artforsale prints printartist lgbt lgbtq queer queerartist artoftheday like follow,"['pacalolo', 'stickers', 'available', '25', '3', '7', '3', 'shipping', 'fee', 'uk', 'dm', 'interested', 'purchasing', 'art', 'artist', 'artwork', 'frog', 'frogs', 'frogart', 'artforsale', 'prints', 'printartist', 'lgbt', 'lgbtq', 'queer', 'queerartist', 'artoftheday', 'like', 'follow']","['pacalolo', 'stickers', 'available', '25', '3', '7', '3', 'shipping', 'fee', 'uk', 'dm', 'interested', 'purchasing', 'art', 'artist', 'artwork', 'frog', 'frogs', 'frogart', 'artforsale', 'prints', 'printartist', 'lgbt', 'lgbtq', 'queer', 'queerartist', 'artoftheday', 'like', 'follow']","['pacalolo', 'sticker', 'avail', '25', '3', '7', '3', 'ship', 'fee', 'uk', 'dm', 'interest', 'purchas', 'art', 'artist', 'artwork', 'frog', 'frog', 'frogart', 'artforsal', 'print', 'printartist', 'lgbt', 'lgbtq', 'queer', 'queerartist', 'artoftheday', 'like', 'follow']"
@caelum1infernum,ecencycomhive117084quee new weekly contest qc community hive queercoin queer qccommunity,9,2023-08-31 17:45:00+00:00,#Hive,neutral,0.13636363636363635,0.45454545454545453,0.0,1.0,0.0,ecencycomhive11784quee new weekly contest qc community hive queercoin queer qccommunity,"['ecencycomhive11784quee', 'new', 'weekly', 'contest', 'qc', 'community', 'hive', 'queercoin', 'queer', 'qccommunity']","['ecencycomhive11784quee', 'new', 'weekly', 'contest', 'qc', 'community', 'hive', 'queercoin', 'queer', 'qccommunity']","['ecencycomhive11784que', 'new', 'weekli', 'contest', 'qc', 'commun', 'hive', 'queercoin', 'queer', 'qccommun']"
@amphibifrens,sourdough frog prints available postcard a5 a4 a3 sizes postcard 2 3 5 a5 5 a4 750 a3 10 3 shipping fee uk dm interested purchasing art artist artwork frog frogs frogart artforsale prints printartist lgbt lgbtq queer,3,2023-08-31 17:44:00+00:00,#art,positive,0.325,0.45,0.0,0.922,0.078,sourdough frog prints available postcard a5 a4 a3 sizes postcard 2 3 5 a5 5 a4 75 a3 1 3 shipping fee uk dm interested purchasing art artist artwork frog frogs frogart artforsale prints printartist lgbt lgbtq queer,"['sourdough', 'frog', 'prints', 'available', 'postcard', 'a5', 'a4', 'a3', 'sizes', 'postcard', '2', '3', '5', 'a5', '5', 'a4', '75', 'a3', '1', '3', 'shipping', 'fee', 'uk', 'dm', 'interested', 'purchasing', 'art', 'artist', 'artwork', 'frog', 'frogs', 'frogart', 'artforsale', 'prints', 'printartist', 'lgbt', 'lgbtq', 'queer']","['sourdough', 'frog', 'prints', 'available', 'postcard', 'a5', 'a4', 'a3', 'sizes', 'postcard', '2', '3', '5', 'a5', '5', 'a4', '75', 'a3', '1', '3', 'shipping', 'fee', 'uk', 'dm', 'interested', 'purchasing', 'art', 'artist', 'artwork', 'frog', 'frogs', 'frogart', 'artforsale', 'prints', 'printartist', 'lgbt', 'lgbtq', 'queer']","['sourdough', 'frog', 'print', 'avail', 'postcard', 'a5', 'a4', 'a3', 'size', 'postcard', '2', '3', '5', 'a5', '5', 'a4', '75', 'a3', '1', '3', 'ship', 'fee', 'uk', 'dm', 'interest', 'purchas', 'art', 'artist', 'artwork', 'frog', 'frog', 'frogart', 'artforsal', 'print', 'printartist', 'lgbt', 'lgbtq', 'queer']"
@DrakiErik,pride flag shark stickers used nurse shark drew back make pride prideflag shark stickers queer lgbtqia merch,1,2023-08-31 17:42:00+00:00,#pride,positive,0.0,0.0,0.0,0.758,0.242,pride flag shark stickers used nurse shark drew back make pride prideflag shark stickers queer lgbtqia merch,"['pride', 'flag', 'shark', 'stickers', 'used', 'nurse', 'shark', 'drew', 'back', 'make', 'pride', 'prideflag', 'shark', 'stickers', 'queer', 'lgbtqia', 'merch']","['pride', 'flag', 'shark', 'stickers', 'used', 'nurse', 'shark', 'drew', 'back', 'make', 'pride', 'prideflag', 'shark', 'stickers', 'queer', 'lgbtqia', 'merch']","['pride', 'flag', 'shark', 'sticker', 'use', 'nurs', 'shark', 'drew', 'back', 'make', 'pride', 'prideflag', 'shark', 'sticker', 'queer', 'lgbtqia', 'merch']"
@amphibifrens,ice creeeam prints available postcard a5 a4 a3 sizes postcard 2 3 5 a5 5 a4 750 a3 10 3 shipping fee uk dm interested purchasing art artist artwork frog frogs frogart artforsale prints printartist lgbt lgbtq queer,2,2023-08-31 17:42:00+00:00,#art,positive,0.325,0.45,0.0,0.922,0.078,ice creeeam prints available postcard a5 a4 a3 sizes postcard 2 3 5 a5 5 a4 75 a3 1 3 shipping fee uk dm interested purchasing art artist artwork frog frogs frogart artforsale prints printartist lgbt lgbtq queer,"['ice', 'creeeam', 'prints', 'available', 'postcard', 'a5', 'a4', 'a3', 'sizes', 'postcard', '2', '3', '5', 'a5', '5', 'a4', '75', 'a3', '1', '3', 'shipping', 'fee', 'uk', 'dm', 'interested', 'purchasing', 'art', 'artist', 'artwork', 'frog', 'frogs', 'frogart', 'artforsale', 'prints', 'printartist', 'lgbt', 'lgbtq', 'queer']","['ice', 'creeeam', 'prints', 'available', 'postcard', 'a5', 'a4', 'a3', 'sizes', 'postcard', '2', '3', '5', 'a5', '5', 'a4', '75', 'a3', '1', '3', 'shipping', 'fee', 'uk', 'dm', 'interested', 'purchasing', 'art', 'artist', 'artwork', 'frog', 'frogs', 'frogart', 'artforsale', 'prints', 'printartist', 'lgbt', 'lgbtq', 'queer']","['ice', 'creeeam', 'print', 'avail', 'postcard', 'a5', 'a4', 'a3', 'size', 'postcard', '2', '3', '5', 'a5', '5', 'a4', '75', 'a3', '1', '3', 'ship', 'fee', 'uk', 'dm', 'interest', 'purchas', 'art', 'artist', 'artwork', 'frog', 'frog', 'frogart', 'artforsal', 'print', 'printartist', 'lgbt', 'lgbtq', 'queer']"
@waifumonsta,go username waifumonsta bc felt ambiguous sexualitygender life shunned like loki repurposed insult monster became waifumonsta lgbtq queer equality going away,7,2023-08-31 17:39:00+00:00,#LGBTQ,negative,0.0,0.0,0.133,0.766,0.101,go username waifumonsta bc felt ambiguous sexualitygender life shunned like loki repurposed insult monster became waifumonsta lgbtq queer equality going away,"['go', 'username', 'waifumonsta', 'bc', 'felt', 'ambiguous', 'sexualitygender', 'life', 'shunned', 'like', 'loki', 'repurposed', 'insult', 'monster', 'became', 'waifumonsta', 'lgbtq', 'queer', 'equality', 'going', 'away']","['go', 'username', 'waifumonsta', 'bc', 'felt', 'ambiguous', 'sexualitygender', 'life', 'shunned', 'like', 'loki', 'repurposed', 'insult', 'monster', 'became', 'waifumonsta', 'lgbtq', 'queer', 'equality', 'going', 'away']","['go', 'usernam', 'waifumonsta', 'bc', 'felt', 'ambigu', 'sexualitygend', 'life', 'shun', 'like', 'loki', 'repurpos', 'insult', 'monster', 'becam', 'waifumonsta', 'lgbtq', 'queer', 'equal', 'go', 'away']"
